,parkmeter_id,user_type,payment_method,amount,duration_hours,parking_start,parking_end,parkmeter_address,arrondissement,system,residential_area,hourly_rate,parkmeter_coordinates
175473,86190402,Rotatif,Paris Carte,2.2,0.61,2014-02-09 10:13:11,2014-02-09 10:49:51,34 BOULEVARD SAINT GERMAIN,5,MIX,5J,4.0,"48.8496740001, 2.35162799956"
8688094,23872504,Rotatif,Paris Carte,1.2,1.0,2014-03-28 15:50:51,2014-03-28 16:50:51,232 RUE DE COURCELLES,17,MIX,17M,2.4,"48.8894260001, 2.29307999999"
23280736,11270501,Rotatif,Paris Carte,1.5,1.25,2014-07-10 11:03:30,2014-07-10 12:18:30,60 vis-à-vis RUE BOTZARIS,19,MIX,19L,2.4,"48.8795190002, 2.38486399959"
19999328,26280103,Rotatif,Paris Carte,0.9,0.25,2014-03-12 15:45:06,2014-03-12 16:00:06,7 RUE DEBROUSSE,16,MIX,16H,2.4,"48.864598, 2.29915100022"
5668543,70870102,Rotatif,CB,1.5,1.25,2014-06-18 17:21:33,2014-06-18 18:36:33,8 RUE DE PASSY,16,ROT,16N,2.4,"48.8584760002, 2.28375100065"
11601086,13370203,Rotatif,Paris Carte,0.6,0.25,2014-03-19 11:47:06,2014-03-19 12:02:06,29 RUE BRUNEL,17,MIX,17F,2.4,"48.8785850002, 2.2877200003"
23706897,78730103,Rotatif,CB,2.4,2.0,2014-08-10 15:42:21,2014-08-10 17:42:21,1 AVENUE PRUDHON,16,MIX,16M,2.4,"48.8589409999, 2.26921400059"
14091371,52180102,Résident,CB,0.65,10.0,2014-11-02 12:46:52,2014-12-02 12:46:52,8 RUE LACAZE,14,MIX,14J,2.4,"48.8249390003, 2.33069800013"
20182622,24941403,Rotatif,Paris Carte,0.9,0.75,2014-11-24 11:32:52,2014-11-24 12:17:52,98 vis-à-vis RUE CURIAL,19,MIX,19E,2.4,"48.8966740001, 2.37694700043"
20626733,52020101,Résident,CB,0.65,10.0,2014-11-18 19:11:31,2014-11-19 19:11:31,9 AVENUE DE LA BOURDONNAIS,7,MIX,7E,4.0,"48.8601089996, 2.29659300016"
9082022,80451206,Rotatif,CB,0.9,0.25,2014-09-05 19:41:28,2014-09-05 19:56:28,96 bis BOULEVARD RASPAIL,6,MIX,6F,4.0,"48.8457249999, 2.32830200016"
14927502,7830301,Rotatif,CB,7.2,2.0,2014-03-24 09:56:43,2014-03-24 12:00:00,39 BOULEVARD BEAUMARCHAIS,3,ROT,34F,4.0,"48.8561930002, 2.36819500015"
17589703,61350302,Rotatif,CB,2.4,2.0,2014-12-16 15:02:55,2014-12-16 17:02:55,12 RUE MARTIN BERNARD,13,MIX,13L,2.4,"48.8266919997, 2.35044800016"
15707885,46680402,Rotatif,Paris Carte,0.1,0.03,2014-01-20 10:10:22,2014-01-20 10:25:22,89 vis-à-vis RUE DE L HOTEL DE VILLE,4,MIX,4E,4.0,"48.854815, 2.35481299965"
12415075,65301401,Rotatif,Paris Carte,4.8,2.0,2014-10-03 09:55:54,2014-10-03 13:00:00,117 RUE DE MONTREUIL,11,ROT,11L,4.0,"48.8510189996, 2.39616299992"
13120236,12670302,Rotatif,Paris Carte,1.2,0.5,2014-11-02 16:26:39,2014-11-02 16:56:39,38 RUE BREGUET,11,MIX,11H,4.0,"48.8581089999, 2.37540900066"
4310986,69320102,Rotatif,CB,3.0,1.25,2014-09-05 11:40:43,2014-09-05 12:55:43,4 RUE DE L ORILLON,11,MIX,11E,4.0,"48.8695410003, 2.37434800059"
22298052,31470102,Rotatif,CB,2.4,2.0,2014-10-17 10:35:17,2014-10-17 13:00:00,0 RUE EDOUARD LARTET,12,MIX,12N,2.4,"48.8390559999, 2.41286499997"
8495934,19370101,Rotatif,Paris Carte,4.8,2.0,2014-03-29 17:26:39,2014-03-29 19:26:39,6 RUE CHAUCHAT,9,ROT,9G,4.0,"48.87264703, 2.33940605953"
3064014,74011105,Rotatif,Paris Carte,1.2,0.5,2014-11-07 19:27:01,2014-11-07 19:57:01,75 BOULEVARD DE PICPUS,12,ROT,12H,2.4,"48.8468930003, 2.39929000012"
10950430,91141602,Rotatif,Paris Carte,7.2,2.0,2014-05-22 15:22:43,2014-05-22 17:22:43,96 bis AVENUE DE SUFFREN,15,MIX,15F,2.4,"48.8500420004, 2.30259500014"
3503883,14540503,Rotatif,CB,2.4,2.0,2014-06-25 11:00:24,2014-06-25 13:00:24,49 RUE CAMBRONNE,15,ROT,15K,2.4,"48.8446469996, 2.30226199948"
22689530,32270104,Rotatif,CB,2.4,2.0,2014-10-14 11:07:52,2014-10-14 13:07:52,12 RUE EMILE DUCLAUX,15,MIX,15H,2.4,"48.8425879998, 2.30853300032"
20337821,59190201,Résident,Paris Carte,3.25,50.0,2014-02-12 17:10:59,2014-09-12 18:10:59,15 PASSAGE DE LA MAIN D OR,11,MIX,11K,4.0,"48.8523919999, 2.37811800062"
21241968,9520401,Rotatif,CB,3.6,1.5,2014-10-28 13:24:07,2014-10-28 14:54:00,53 RUE BICHAT,10,MIX,10E,4.0,"48.87272, 2.36642199969"
16690061,35410702,Rotatif,CB,3.0,1.25,2014-02-01 16:17:16,2014-02-01 17:32:16,82 RUE DE LA FEDERATION,15,MIX,15F,2.4,"48.8528510002, 2.29749600015"
16130690,10191501,Rotatif,Paris Carte,1.5,1.25,2014-01-17 11:02:16,2014-01-17 12:17:16,125 RUE BLOMET,15,MIX,15R,2.4,"48.8397620003, 2.29686599996"
6625011,58640101,Rotatif,CB,1.5,1.25,2014-05-28 13:58:23,2014-05-28 15:13:23,3 RUE LYAUTEY,16,MIX,16P,2.4,"48.8568640002, 2.28139400032"
14477541,18872501,Résident,Paris Carte,0.65,10.0,2014-02-20 13:26:20,2014-02-21 13:26:20,137 terre-plein BOULEVARD DE CHARONNE,11,MIX,11L,4.0,"48.8577879997, 2.39154100046"
6603570,59310102,Rotatif,CB,2.4,2.0,2014-05-27 14:50:00,2014-05-27 16:50:00,18 RUE DE LA MAISON BLANCHE,13,MIX,13M,2.4,"48.8261080002, 2.35870400009"
16669838,37490104,Résident,CB,0.65,10.0,2014-02-01 13:52:33,2014-03-01 13:52:33,10 RUE DES FOSSES SAINT JACQUES,5,MIX,5H,4.0,"48.845723, 2.34402999955"
4799808,76280104,Rotatif,Paris Carte,0.6,0.25,2014-06-27 10:29:50,2014-06-27 11:15:00,14 RUE PORTALIS,8,MIX,8K,4.0,"48.8777030004, 2.31980100022"
165479,89570101,Rotatif,CB,2.4,2.0,2014-04-09 10:29:19,2014-04-09 13:00:00,9 RUE SEXTIUS MICHEL,15,MIX,15M,2.4,"48.8511860001, 2.28876099953"
11706327,89490102,Rotatif,Paris Carte,0.9,0.75,2014-03-24 15:03:17,2014-03-24 15:48:17,10 RUE SEVERO,14,MIX,14M,2.4,"48.8323819997, 2.32373400054"
23749045,23871901,Rotatif,Paris Carte,3.6,1.5,2014-09-25 18:15:50,2014-09-25 19:45:50,153 RUE DE COURCELLES,17,ROT,17H,2.4,"48.8838719996, 2.29826400047"
14536429,60590101,Résident,Paris Carte,3.25,50.0,2014-02-02 19:26:36,2014-07-02 21:00:00,7 RUE MARGUERITTE,17,MIX,17J,2.4,"48.8795299997, 2.30173200019"
2732753,12690104,Rotatif,CB,4.8,2.0,2014-07-17 12:04:02,2014-07-17 14:04:02,14 RUE BREMONTIER,17,MIX,17L,2.4,"48.8848850001, 2.30382300067"
10146620,13730501,Rotatif,Paris Carte,1.8,0.75,2014-03-25 11:09:09,2014-03-25 11:54:09,40 vis-à-vis AVENUE BUGEAUD,16,MIX,16J,2.4,"48.8708180003, 2.27980100029"
21623348,98300101,Rotatif,Paris Carte,3.6,1.0,2014-07-11 10:55:12,2014-07-11 12:00:00,1 RUE DE LA VILLE L EVEQUE,8,MIX,8H,4.0,"48.8710139999, 2.32221899962"
10915668,81740204,Rotatif,CB,3.6,1.5,2014-02-06 11:24:07,2014-02-06 12:54:07,18 BOULEVARD DE REUILLY,12,MIX,12K,2.4,"48.8391159997, 2.39163800006"
18661075,21690102,Rotatif,CB,2.7,0.75,2014-09-12 15:29:04,2014-09-12 16:14:04,4 RUE COCHIN,5,MIX,5J,4.0,"48.8501050003, 2.35295500051"
5153858,82080103,Rotatif,Paris Carte,2.4,1.0,2014-07-04 14:27:06,2014-07-04 15:27:06,1 terre-plein BOULEVARD RICHARD LENOIR,11,ROT,11G,4.0,"48.8543439997, 2.36953500043"
10317778,22150102,Rotatif,CB,4.8,2.0,2014-11-06 16:09:52,2014-11-06 18:09:52,6 RUE DES COLONELS RENARD,17,MIX,17E,2.4,"48.8777449999, 2.29088599979"
11219843,23870803,Rotatif,CB,4.2,1.75,2014-11-03 09:48:11,2014-11-03 11:45:00,43 RUE DE COURCELLES,8,ROT,8G,4.0,"48.876129, 2.30797599941"
19674738,62800101,Résident,Paris Carte,0.65,10.0,2014-11-27 21:00:48,2014-11-28 20:00:00,5 RUE MERLIN,11,MIX,11J,4.0,"48.8596869996, 2.38585200007"
438279,55280102,Rotatif,CB,2.4,2.0,2014-10-09 15:49:38,2014-10-09 17:49:38,4 AVENUE LEON BOLLEE,13,MIX,13E,2.4,"48.8187379996, 2.36419099978"
806865,5411006,Résident,CB,3.25,50.0,2014-09-16 07:54:11,2014-09-22 21:00:00,96 terre-plein BOULEVARD AUGUSTE BLANQUI,13,MIX,13H,2.4,"48.8308660004, 2.34490800013"
7562411,92680101,Rotatif,Paris Carte,2.1,1.75,2014-03-07 15:45:07,2014-03-07 17:30:07,7 RUE THIBAUD,14,MIX,14L,2.4,"48.8298889997, 2.32714799946"
3081974,19200701,Rotatif,Paris Carte,1.2,0.5,2014-06-27 20:32:59,2014-06-28 11:02:59,47 RUE DE CHATEAUDUN,9,ROT,9G,4.0,"48.8761559997, 2.33467700011"
18231277,14540102,Rotatif,CB,2.4,2.0,2014-05-12 10:59:16,2014-05-12 13:00:00,9 vis-à-vis RUE CAMBRONNE,15,ROT,15K,2.4,"48.8470259998, 2.30153799986"
6227635,24890101,Rotatif,Paris Carte,7.2,2.0,2014-06-16 11:17:22,2014-06-16 13:17:22,3 RUE CUNIN GRIDAINE,3,MIX,3E,4.0,"48.8652479998, 2.35380899954"
10718514,27130304,Résident,Paris Carte,0.65,10.0,2014-03-27 15:31:01,2014-03-28 15:31:01,30 RUE DESAIX,15,MIX,15E,2.4,"48.8527649997, 2.29277699955"
18437351,46490706,Rotatif,CB,3.6,1.5,2014-02-13 18:18:45,2014-02-13 19:48:45,74 BOULEVARD DE L HOPITAL,13,MIX,13K,2.4,"48.837358, 2.35968700025"
24394552,50020101,Résident,Paris Carte,3.25,50.0,2014-09-22 10:46:14,2014-09-26 21:00:00,3 RUE JOSE MARIA DE HEREDIA,7,MIX,7K,4.0,"48.8481929997, 2.30734400038"
6586611,53460404,Rotatif,Paris Carte,0.3,0.25,2014-05-23 15:38:15,2014-05-23 15:53:15,44 RUE LA QUINTINIE,15,MIX,15R,2.4,"48.8372320003, 2.30301099991"
12140347,98530505,Rotatif,Paris Carte,3.0,1.25,2014-05-13 13:00:18,2014-05-13 14:15:18,99 BOULEVARD VINCENT AURIOL,13,ROT,13R,2.4,"48.8338799997, 2.36560300013"
11233064,17620101,Résident,CB,3.25,50.0,2014-03-16 23:46:43,2014-03-21 20:00:00,9 RUE CHANZY,11,MIX,11K,4.0,"48.8525449996, 2.38278700055"
15923279,81720502,Rotatif,Paris Carte,2.4,2.0,2014-01-16 11:12:28,2014-01-16 13:12:28,34 RUE DU RETRAIT,20,MIX,20F,2.4,"48.8691840002, 2.39367899962"
18539353,96890402,Rotatif,CB,4.5,1.25,2014-12-17 11:01:07,2014-12-17 12:16:07,24 RUE VERNET,8,MIX,8F,4.0,"48.8720940001, 2.29795400068"
6826998,96210301,Rotatif,CB,2.4,2.0,2014-05-16 14:50:47,2014-05-16 16:50:47,35 RUE VAUGELAS,15,MIX,15T,2.4,"48.833062, 2.29260100017"
3036441,36630111,Résident,Paris Carte,0.65,10.0,2014-06-25 09:02:52,2014-06-25 21:00:00,23 terre-plein BOULEVARD FLANDRIN,16,MIX,16L,2.4,"48.8662650002, 2.27224599992"
1676705,80101,Rotatif,CB,0.9,0.75,2014-10-09 17:32:27,2014-10-09 18:17:27,3 RUE DE L ABBE GILLET,16,MIX,16P,2.4,"48.8570260003, 2.28092100068"
3119595,52940201,Rotatif,Paris Carte,0.3,0.25,2014-08-29 19:19:47,2014-01-09 10:15:00,23 AVENUE DE LAMBALLE,16,MIX,16P,2.4,"48.8543959999, 2.27976200003"
21470368,16140902,Rotatif,CB,4.8,2.0,2014-10-30 11:41:14,2014-10-30 13:41:00,110 RUE CAULAINCOURT,18,ROT,18F,2.4,"48.889625, 2.34106999998"
4867610,42630102,Rotatif,Paris Carte,0.6,0.5,2014-09-05 13:20:38,2014-09-05 13:50:38,10 RUE GRAMME,15,MIX,15L,2.4,"48.8451869996, 2.2954699995"
14055918,18660302,Résident,Paris Carte,3.25,50.0,2014-09-03 00:38:16,2014-02-14 20:00:00,10 RUE CHARLES NODIER,18,MIX,18G,2.4,"48.8853430003, 2.34501999972"
4058209,10930201,Résident,Paris Carte,0.65,10.0,2014-06-29 20:57:10,2014-06-30 21:00:00,13 RUE DE LA BONNE,18,MIX,18G,2.4,"48.8886209997, 2.34367399932"
4590142,17942802,Résident,Paris Carte,3.25,50.0,2014-05-27 23:02:25,2014-04-06 21:00:00,286 RUE DE CHARENTON,12,MIX,12K,2.4,"48.8361660004, 2.39198999958"
11752442,20130304,Rotatif,CB,1.8,0.5,2014-05-03 12:25:53,2014-05-03 12:55:53,22 RUE DE CHOISEUL,2,MIX,2E,4.0,"48.8708389999, 2.33602499992"
6989397,41190103,Résident,CB,3.25,50.0,2014-06-07 21:31:37,2014-11-07 20:00:00,9 bis RUE GEORGES BERGER,17,MIX,17K,2.4,"48.881425, 2.31045999937"
6173702,71490104,Rotatif,Paris Carte,1.8,0.75,2014-11-04 16:11:25,2014-11-04 16:56:25,0 AVENUE PAUL DOUMER,16,MIX,16K,2.4,"48.8619019998, 2.2857749999"
10080075,4710203,Rotatif,Paris Carte,1.8,0.5,2014-05-23 16:45:57,2014-05-23 17:15:57,10 vis-à-vis RUE DE L ARSENAL,4,MIX,34F,4.0,"48.8507990003, 2.36620099954"
8624347,13250201,Rotatif,CB,4.8,2.0,2014-04-24 12:54:01,2014-04-24 14:54:01,9 RUE BROWN SEQUARD,15,MIX,15H,2.4,"48.8415189999, 2.31548599979"
19261186,52660702,Rotatif,Paris Carte,2.1,1.75,2014-12-24 15:58:47,2014-12-24 17:43:47,86 RUE DE LAGNY,20,MIX,20H,2.4,"48.8488949999, 2.40858099975"
10947735,91320902,Rotatif,Paris Carte,0.9,0.75,2014-06-28 12:33:14,2014-06-30 11:45:00,51 vis-à-vis bis RUE DU SURMELIN,20,MIX,20P,2.4,"48.8702359997, 2.40770100018"
7572643,92150501,Rotatif,Paris Carte,2.4,2.0,2014-05-27 10:29:43,2014-05-27 13:00:00,70 vis-à-vis AVENUE DES TERROIRS DE FRANCE,12,ROT,12F,2.4,"48.8326710002, 2.38938699966"
6193456,92830101,Résident,Paris Carte,3.25,50.0,2014-03-06 18:14:45,2014-11-06 18:14:45,5 PASSAGE DE THIONVILLE,19,MIX,19K,2.4,"48.88795, 2.38210800055"
3079942,81480103,Résident,CB,3.25,50.0,2014-07-15 02:56:14,2014-07-21 21:00:00,11 RUE RENE VILLERME,11,MIX,11J,4.0,"48.861812, 2.38628500042"
12623666,92200101,Rotatif,Paris Carte,2.4,2.0,2014-04-03 14:51:48,2014-04-03 16:51:48,4 vis-à-vis RUE TESSIER,15,MIX,15J,2.4,"48.8397529996, 2.3063669994"
17231501,1040101,Rotatif,Paris Carte,1.7,1.42,2014-09-01 11:56:28,2014-09-01 13:56:28,1 RUE DE L AISNE,19,MIX,19F,2.4,"48.8905319997, 2.3827420003"
3635558,12880102,Résident,Paris Carte,3.1,47.69,2014-01-09 12:12:28,2014-08-09 13:12:28,12 RUE BREZIN,14,MIX,14L,2.4,"48.8311410003, 2.32830100033"
9744834,18320702,Rotatif,CB,2.7,0.75,2014-03-24 17:36:57,2014-03-24 18:21:57,40 AVENUE CHARLES FLOQUET,7,MIX,7F,4.0,"48.8532749998, 2.29861700007"
23004989,86941301,Rotatif,Paris Carte,4.5,1.25,2014-10-15 14:58:20,2014-10-15 16:13:20,173 RUE SAINT MARTIN,3,ROT,3E,4.0,"48.8626440004, 2.35212000033"
20589732,36230101,Rotatif,CB,2.4,2.0,2014-03-11 12:31:56,2014-03-11 14:31:56,5 RUE FERRUS,14,MIX,14H,2.4,"48.8312810003, 2.34081199945"
9704864,93300401,Rotatif,CB,0.6,0.25,2014-08-04 14:37:15,2014-08-04 14:52:15,41 bis RUE DE TOCQUEVILLE,17,MIX,17K,2.4,"48.8841090004, 2.31152399942"
7439530,35780102,Rotatif,CB,2.4,2.0,2014-01-27 14:30:45,2014-01-27 16:30:45,5 vis-à-vis AVENUE FERDINAND BUISSON,16,MIX,16X,2.4,"48.8355209996, 2.2548290004"
60540,9440301,Rotatif,Paris Carte,2.4,2.0,2014-02-09 10:09:06,2014-02-09 12:09:06,29 RUE BEZOUT,14,MIX,14J,2.4,"48.8288560002, 2.33056000052"
20966310,1430112,Rotatif,CB,2.4,2.0,2014-10-11 16:40:17,2014-10-11 18:40:17,11 vis-à-vis bis RUE D ALESIA,14,ROT,14H,2.4,"48.8272740004, 2.33717399937"
19979346,16630702,Rotatif,Paris Carte,0.9,0.75,2014-11-21 09:48:36,2014-11-21 10:45:00,74 RUE DES CEVENNES,15,MIX,15W,2.4,"48.8413689997, 2.28255500059"
24229770,88870101,Rotatif,CB,3.6,1.0,2014-09-27 16:54:11,2014-09-27 17:54:11,5 RUE SCRIBE,9,ROT,9G,4.0,"48.8713929998, 2.33027499994"
19254030,48710101,Rotatif,Paris Carte,2.4,2.0,2014-02-27 12:38:57,2014-02-27 14:38:57,5 RUE JEAN COLLY,13,MIX,13S,2.4,"48.8278740001, 2.36977999974"
23262544,61551301,Rotatif,Paris Carte,2.4,2.0,2014-07-10 07:52:43,2014-07-10 13:00:00,111 BOULEVARD MASSENA,13,MIX,13N,2.4,"48.8198970004, 2.36533600039"
13426531,39270102,Résident,Paris Carte,3.25,50.0,2014-02-20 10:41:18,2014-02-27 10:41:18,4 RUE DE GALLIERA,16,MIX,16H,2.4,"48.8652759997, 2.29764200066"
19653736,81840105,Résident,Paris Carte,0.65,10.0,2014-08-12 23:55:12,2014-09-12 21:00:00,26 vis-à-vis RUE REYNALDO HAHN,20,MIX,20J,2.4,"48.851038, 2.41182199985"
11240737,64950101,Rotatif,Paris Carte,1.9,0.79,2014-03-24 17:27:38,2014-03-24 18:15:08,13 RUE MONTGALLET,12,MIX,12G,2.4,"48.8432429997, 2.38707399993"
2758711,62880106,Rotatif,CB,3.6,1.5,2014-06-30 15:48:16,2014-06-30 17:18:16,14 RUE MESNIL,16,ROT,16J,2.4,"48.8680920003, 2.28417299989"
7362216,59970202,Rotatif,Paris Carte,5.4,1.5,2014-04-23 19:35:06,2014-04-24 11:05:06,6 AVENUE MARCEAU,8,MIX,8E,4.0,"48.8657849999, 2.29993500025"
21419661,82493802,Rotatif,Paris Carte,0.95,0.26,2014-10-23 11:52:09,2014-10-23 12:22:00,242 RUE DE RIVOLI,1,ROT,1E,4.0,"48.8659650004, 2.32552199948"
4319276,83550101,Rotatif,CB,1.8,0.5,2014-05-30 14:30:27,2014-05-30 15:00:27,3 RUE ROQUEPINE,8,MIX,8H,4.0,"48.873423, 2.32014800053"
24006803,91911302,Rotatif,Paris Carte,1.8,0.5,2014-10-10 19:34:53,2014-10-10 20:04:53,140 RUE DU TEMPLE,3,ROT,3E,4.0,"48.8638539998, 2.3587580003"
5418367,73010204,Rotatif,Paris Carte,5.4,1.5,2014-06-26 15:50:12,2014-06-26 17:20:12,12 RUE PESTALOZZI,5,MIX,5G,4.0,"48.8417800001, 2.3509930006"
8194198,34981402,Résident,Paris Carte,3.25,50.0,2014-03-23 14:00:49,2014-03-28 20:00:00,130 RUE FALGUIERE,15,MIX,15J,2.4,"48.8373399996, 2.31063799965"
4554492,80452504,Résident,Paris Carte,3.25,50.0,2014-05-28 11:24:36,2014-05-06 11:24:36,278 BOULEVARD RASPAIL,14,MIX,14N,2.4,"48.83579, 2.33162899992"
9746874,78660101,Rotatif,CB,2.4,1.0,2014-10-04 17:37:04,2014-10-04 18:37:04,3 RUE DE PROVENCE,9,MIX,9G,4.0,"48.874014, 2.34210200047"
6536627,34650401,Résident,Paris Carte,3.25,50.0,2014-05-25 11:51:16,2014-02-06 20:00:00,27 BOULEVARD EXELMANS,16,MIX,16Z,2.4,"48.8410169996, 2.26422899949"
14038500,92370204,Rotatif,Paris Carte,3.0,1.25,2014-02-21 15:36:59,2014-02-21 16:51:59,18 RUE THEODORE DE BANVILLE,17,MIX,17H,2.4,"48.8826309998, 2.29863100051"
21596179,88660401,Rotatif,Paris Carte,7.2,2.0,2014-06-11 12:02:38,2014-06-11 14:02:38,55 AVENUE DE SAXE,7,MIX,7N,4.0,"48.8466970001, 2.31288099964"
10521023,45580106,Résident,Paris Carte,0.65,10.0,2014-01-04 07:55:45,2014-01-04 20:00:00,29 vis-à-vis RUE HENRI DUVERNOIS,20,MIX,20K,2.4,"48.8622830004, 2.41260600001"
2557622,88960403,Résident,Paris Carte,0.65,10.0,2014-07-31 12:16:25,2014-01-09 11:16:25,55 AVENUE SECRETAN,19,MIX,19H,2.4,"48.8805280002, 2.3751060006"
18981535,76690201,Rotatif,CB,2.4,2.0,2014-11-26 10:37:56,2014-11-26 12:37:56,0 AVENUE DE LA PORTE DE LA PLAINE,15,ROT,15U,2.4,"48.8289560002, 2.29245200061"
19699862,8811303,Résident,CB,3.25,50.0,2014-12-01 00:07:46,2014-05-12 21:00:00,251 RUE DE BERCY,12,MIX,12E,2.4,"48.8475789998, 2.36816100006"
17686345,72583808,Rotatif,CB,4.2,1.75,2014-12-24 15:20:23,2014-12-24 17:05:23,228 BOULEVARD PEREIRE,17,MIX,17F,2.4,"48.8786340002, 2.28505099977"
11375888,5550104,Rotatif,Paris Carte,0.3,0.25,2014-03-17 09:09:39,2014-03-17 10:15:00,10 RUE AUGUSTE LANCON,13,MIX,13F,2.4,"48.8242830002, 2.34584699999"
10025970,5411107,Rotatif,CB,1.2,0.5,2014-04-18 10:48:25,2014-04-18 11:30:00,151 terre-plein BOULEVARD AUGUSTE BLANQUI,13,MIX,13G,2.4,"48.8314210001, 2.34208600054"
1625287,32891002,Rotatif,CB,1.5,1.25,2014-01-09 16:35:04,2014-01-09 17:50:04,108 RUE DES ENTREPRENEURS,15,ROT,15P,2.4,"48.8432860004, 2.29384399953"
6739499,58000102,Rotatif,Paris Carte,3.0,1.25,2014-03-20 16:31:45,2014-03-20 17:46:45,3 vis-à-vis RUE LOUIS MURAT,8,MIX,8J,4.0,"48.8761719997, 2.30922299961"
3999940,59190201,Rotatif,Paris Carte,4.8,2.0,2014-01-07 09:42:21,2014-01-07 12:00:00,15 PASSAGE DE LA MAIN D OR,11,MIX,11K,4.0,"48.8523919999, 2.37811800062"
12371213,30980801,Rotatif,Paris Carte,0.9,0.25,2014-06-03 19:09:23,2014-06-03 19:24:23,44 vis-à-vis RUE DES ECOLES,5,MIX,5J,4.0,"48.849227, 2.34586500025"
16378077,29040103,Résident,Paris Carte,0.65,10.0,2014-01-14 15:34:44,2014-01-15 15:34:44,6 vis-à-vis AVENUE DORIAN,12,MIX,12H,2.4,"48.847482, 2.39407299996"
21457387,29460103,Rotatif,Paris Carte,2.4,1.0,2014-10-28 15:31:19,2014-10-28 16:31:00,7 RUE DUBRUNFAUT,12,MIX,12J,2.4,"48.8398050002, 2.39011899971"
16181497,93620702,Rotatif,CB,1.8,0.75,2014-11-01 12:30:51,2014-11-01 13:15:51,76 RUE DE LA TOUR,16,ROT,16K,2.4,"48.8610650001, 2.27967800046"
19935592,86390102,Rotatif,CB,2.4,1.0,2014-11-19 12:51:46,2014-11-19 13:51:46,2 RUE SAINT HUBERT,11,MIX,11F,4.0,"48.8636029997, 2.3791670006"
6462670,20100201,Rotatif,CB,0.3,0.25,2014-12-03 18:32:35,2014-12-03 18:47:35,4 square vis-à-vis RUE DE LA CHINE,20,ROT,20R,2.4,"48.8651340003, 2.4009149996"
8550098,83391602,Rotatif,Paris Carte,0.6,0.25,2014-02-05 10:12:11,2014-02-05 10:27:11,95 vis-à-vis RUE DE ROME,17,MIX,17R,2.4,"48.883575, 2.31912799944"
13795820,86480401,Rotatif,Paris Carte,1.3,0.36,2014-02-26 11:44:30,2014-02-26 12:06:10,38 vis-à-vis RUE SAINT JACQUES,5,MIX,5J,4.0,"48.850077, 2.34525799944"
18908382,93301402,Résident,Paris Carte,3.25,50.0,2014-03-12 23:38:16,2014-10-12 21:00:00,132 RUE DE TOCQUEVILLE,17,MIX,17P,2.4,"48.8888490001, 2.30586199986"
7746449,80451402,Rotatif,Paris Carte,6.3,1.75,2014-06-19 18:04:21,2014-06-19 19:49:21,129 vis-à-vis BOULEVARD RASPAIL,6,MIX,6F,4.0,"48.844245, 2.32894199944"
3684735,20670104,Résident,Paris Carte,0.65,10.0,2014-06-17 09:21:43,2014-06-17 21:00:00,10 RUE CLAPEYRON,8,MIX,8L,4.0,"48.8817009997, 2.3240780003"
10635855,840102,Rotatif,Paris Carte,1.0,0.42,2014-03-20 16:56:05,2014-03-20 17:56:05,2 PLACE ADRIEN OUDIN,9,ROT,9G,4.0,"48.8728890003, 2.33551999952"
11663027,85790102,Rotatif,Paris Carte,2.4,2.0,2014-03-19 17:29:27,2014-03-19 19:29:27,91 vis-à-vis AVENUE SAINTE MARIE,12,MIX,12N,2.4,"48.8343609998, 2.41181200033"
14918277,80660202,Résident,CB,0.65,10.0,2014-01-27 17:28:40,2014-01-28 17:28:40,12 bis RUE RAYNOUARD,16,MIX,16P,2.4,"48.8576929997, 2.28368100045"
2388158,68030404,Rotatif,Paris Carte,2.4,2.0,2014-07-22 11:10:25,2014-07-22 13:10:25,96 RUE NOLLET,17,MIX,17R,2.4,"48.8882109998, 2.3193040002"
6394162,10400402,Rotatif,Paris Carte,1.2,1.0,2014-03-22 17:43:09,2014-03-22 18:43:09,12 RUE BOBILLOT,13,ROT,13L,2.4,"48.8298840003, 2.3540369997"
13217445,7190201,Rotatif,Paris Carte,4.5,1.88,2014-02-15 12:24:01,2014-02-15 14:16:31,9 terre-plein BOULEVARD DES BATIGNOLLES,8,ROT,8L,4.0,"48.8831510003, 2.32596800005"
21303092,31420102,Rotatif,CB,4.8,2.0,2014-10-27 10:41:39,2014-10-27 12:41:00,2 RUE EDOUARD DETAILLE,17,MIX,17J,2.4,"48.8826750004, 2.30539699952"
4829325,14590302,Rotatif,Paris Carte,0.6,0.25,2014-05-05 19:00:55,2014-05-05 19:15:55,20 RUE CAMILLE DESMOULINS,11,MIX,11J,4.0,"48.8592069997, 2.38208499966"
19908042,91510204,Résident,Paris Carte,3.25,50.0,2014-11-30 19:50:36,2014-05-12 21:00:00,8 AVENUE DE TAILLEBOURG,11,MIX,11L,4.0,"48.8497959999, 2.39817800048"
16603959,87280102,Rotatif,Paris Carte,1.8,0.5,2014-07-01 19:17:40,2014-07-01 19:47:40,6 RUE SAINT PHILIPPE DU ROULE,8,MIX,8F,4.0,"48.873172, 2.30855399975"
12577418,44060103,Rotatif,Paris Carte,1.2,0.5,2014-07-03 16:40:29,2014-07-03 17:10:29,17 RUE GUSTAVE COURBET,16,MIX,16J,2.4,"48.867105, 2.28094100068"
21762455,25760202,Rotatif,Paris Carte,3.6,1.5,2014-10-23 02:28:40,2014-10-23 12:30:00,16 RUE DARU,8,MIX,8G,4.0,"48.8782290002, 2.30247400009"
